Name,Age,Nationality,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height,Weight,Release Clause
22 Alex Nascimento,22,Brazil,77,Futebol Clube de Famalicão,2500000.0,3000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,189,81,5800000.0
R. Cannon,24,United States,80,Boavista FC,6000000.0,11000.0,1.0,3.0,2.0,High/ High,Normal,RCB,Permanent,180,74,13800000.0
P. Klement,29,Germany,71,VfB Stuttgart,1800000.0,16000.0,1.0,2.0,3.0,Medium/ Medium,Normal,RES,Permanent,175,72,3200000.0
N. Tafari,25,United States,67,FC Dallas,700000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,193,84,1100000.0
22 J. Ponticelli,22,England,66,Wrexham AFC,450000.0,500.0,1.0,3.0,3.0,Medium/ High,Stocky,RES,Permanent,180,70,1100000.0
T. Booth,17,England,63,Crewe Alexandra,120000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,190,76,234000.0
E. Kischka,20,Germany,68,Eintracht Braunschweig,220000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,183,82,479000.0
J. Tenkorang,22,Italy,71,US Cremonese,1100000.0,2000.0,1.0,5.0,3.0,High/ Medium,Normal,RES,Permanent,184,78,2200000.0
Guilherme Silva,21,Brazil,71,Gil Vicente FC,1000000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,190,75,2300000.0
22 R. Pessel,17,Germany,71,Hallescher FC,475000.0,500.0,1.0,3.0,2.0,High/ High,Normal,RES,Permanent,186,79,986000.0
22 J. Cools,30,Belgium,69,KAS Eupen,1200000.0,6000.0,1.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,189,75,1700000.0
G. Holohan,30,Republic of Ireland,61,Grimsby Town,325000.0,2000.0,1.0,3.0,3.0,High/ Low,Lean,RCM,Permanent,180,75,569000.0
22 K. Chiba,18,Japan,67,Shimizu S-Pulse,220000.0,500.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,178,73,413000.0
21 M. Sipahioğlu,18,Turkey,73,MKE Ankaragücü,450000.0,1000.0,1.0,2.0,2.0,Low/ Medium,Lean,RES,Permanent,188,74,1200000.0
S. Sy,23,France,73,US Salernitana 1919,1500000.0,7000.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,174,70,3000000.0
S. Serdar,25,Germany,81,Hertha BSC,14500000.0,30000.0,2.0,3.0,4.0,High/ Medium,Normal,LCM,Permanent,184,75,25700000.0
Alhagi Touray,22,Spain,65,Accrington Stanley,425000.0,1000.0,1.0,4.0,2.0,Medium/ Medium,Normal,SUB,Permanent,193,82,829000.0
S. Johnstone,29,England,77,Crystal Palace,4700000.0,36000.0,2.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,193,85,9300000.0
M. Guéhi,21,England,86,Crystal Palace,29500000.0,36000.0,1.0,4.0,2.0,Medium/ Medium,Stocky,LCB,Permanent,182,82,62000000.0
S. Das,26,India,57,Chennaiyin FC,130000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,173,72,185000.0
D. Abiama,23,Nigeria,76,SpVgg Greuther Fürth,2700000.0,5000.0,1.0,4.0,2.0,Medium/ Medium,Normal,RS,Permanent,184,79,4900000.0
22 I. Piatti,36,Argentina,74,Racing Club,1400000.0,13000.0,2.0,4.0,5.0,High/ Medium,Lean,SUB,Permanent,180,76,2100000.0
22 J. Izquierdo,28,Colombia,71,Club Brugge KV,1900000.0,18000.0,2.0,3.0,4.0,High/ Medium,Normal,RES,Permanent,171,71,2700000.0
22 K. Okazawa,17,Japan,68,Cerezo Osaka,400000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,165,60,580000.0
S. Trémoulet,22,France,69,Seraing,750000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,LCB,Permanent,190,73,1200000.0
L. Mouton,20,France,63,AS Saint-Étienne,275000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,66,550000.0
21 A. Buttenfield,26,England,54,Oldham Athletic,120000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,178,77,123000.0
22 J. Quiñónez,22,Ecuador,70,9 de Octubre,900000.0,500.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,191,96,2100000.0
Ander Guevara,24,Spain,81,Real Sociedad,11500000.0,26000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,180,73,25000000.0
M. Estol,27,Uruguay,62,Montevideo Wanderers,425000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,167,73,914000.0
22 B. Langenbick,18,Belgium,72,KSV Cercle Brugge,325000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,SUB,Permanent,189,72,674000.0
22 S. Velkov,24,Bulgaria,69,MSV Duisburg,750000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,192,86,1200000.0
21 L. Acevedo,23,Uruguay,62,Club Atlético Peñarol,230000.0,500.0,1.0,3.0,2.0,Medium/ Low,Normal,SUB,Permanent,173,71,541000.0
22 S. Hiramatsu,21,Japan,65,Shonan Bellmare,400000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,167,64,580000.0
W. Vargas,25,Ecuador,69,Independiente del Valle,925000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,173,75,2100000.0
22 J. Sangowski,19,Poland,68,Warta Poznań,350000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,191,80,543000.0
21 A. Pietrogiovanna,19,Switzerland,68,FC Lugano,110000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,186,78,228000.0
B. Elmaz,19,Turkey,81,Olympique de Marseille,975000.0,3000.0,1.0,4.0,2.0,Medium/ Medium,Lean,RES,Permanent,173,65,2500000.0
R. Sterling,27,England,86,Chelsea,72500000.0,195000.0,4.0,3.0,4.0,High/ Medium,Unique,ST,Permanent,170,69,134100000.0
22 Z. Oualah,26,England,60,AFC Wimbledon,190000.0,1000.0,1.0,3.0,1.0,Medium/ Medium,Lean,SUB,Permanent,180,75,347000.0
S. Adegbenro,26,Nigeria,72,Beijing Guoan FC,2600000.0,15000.0,1.0,4.0,4.0,High/ Medium,Normal,RS,Permanent,178,75,4000000.0
L. Barco,20,Venezuela,67,Hermanos Colmenarez,450000.0,500.0,1.0,3.0,3.0,High/ Medium,Normal,RES,Permanent,174,69,1100000.0
22 M. Krienzer,21,Austria,66,SK Sturm Graz,450000.0,3000.0,1.0,4.0,2.0,Medium/ Medium,Normal,RES,Permanent,180,72,765000.0
N. Niemann,22,Germany,73,DSC Arminia Bielefeld,1300000.0,4000.0,1.0,3.0,3.0,High/ Low,Lean,SUB,Permanent,171,60,2300000.0
21 E. Díaz,28,Argentina,60,Club Atlético Tigre,250000.0,3000.0,1.0,3.0,2.0,Medium/ Low,Normal,SUB,Permanent,179,80,363000.0
J. Pollersbeck,27,Germany,74,Olympique Lyonnais,1700000.0,21000.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,195,87,3400000.0
22 F. Suffys,20,Belgium,69,KSV Cercle Brugge,325000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,182,72,674000.0
M. Andersen,22,Denmark,69,Lyngby BK,525000.0,2000.0,1.0,2.0,2.0,High/ High,Normal,SUB,Permanent,178,72,761000.0
22 M. Polidar,21,Czech Republic,75,AC Sparta Praha,2300000.0,500.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,179,73,5200000.0
J. Piroe,22,Netherlands,80,Swansea City,6000000.0,22000.0,1.0,4.0,3.0,Medium/ Medium,Normal,RW,Permanent,185,74,12600000.0
22 César,20,Spain,71,UD Ibiza,675000.0,950.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,178,72,1200000.0
22 J. Adeyemo,20,Republic of Ireland,62,Drogheda United,220000.0,500.0,1.0,4.0,2.0,Medium/ Medium,Lean,SUB,Permanent,177,70,385000.0
S. Strand,29,Sweden,69,IF Elfsborg,1200000.0,3000.0,1.0,4.0,2.0,Medium/ Medium,Normal,LB,Permanent,175,70,1500000.0
22 Zhang Zhihao,20,China PR,58,Guangzhou FC,100000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,184,73,175000.0
F. Irorere,20,Germany,71,Karlsruher SC,500000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,195,80,875000.0
D. Reid,17,Scotland,78,St. Mirren,325000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,181,68,894000.0
N. Orsini,27,Argentina,72,Boca Juniors,2500000.0,13000.0,1.0,2.0,2.0,High/ Low,Normal,SUB,Permanent,191,92,3500000.0
20 S. Palmucci,18,Italy,70,Pescara,80000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,172,67,174000.0
22 G. Bellagambi,19,England,67,Huddersfield Town,220000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,189,75,556000.0
22 L. Southerington,16,England,64,Oldham Athletic,120000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,185,78,285000.0
22 M. Bouldini,25,Morocco,71,CF Fuenlabrada,1600000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Normal,ST,"<a href=""/team/1438/santa-clara/"">Santa Clara</a>",184,80,0.0
H. Bright,18,Wales,63,Newport County,220000.0,650.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,179,67,429000.0
P. Campos,22,Chile,69,CD Everton de Viña del Mar,450000.0,750.0,1.0,3.0,3.0,High/ Low,Lean,SUB,Permanent,170,68,698000.0
21 J. Parke,19,Northern Ireland,64,Derry City,110000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,181,74,239000.0
22 F. Andrada,27,Argentina,69,Atlético Tucumán,1500000.0,7000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,181,75,2300000.0
22 I. Chaira,19,Morocco,72,Girona FC,850000.0,1000.0,1.0,3.0,4.0,Medium/ Medium,Normal,RES,Permanent,186,75,1600000.0
21 J. Gática,24,Chile,65,Coquimbo Unido,400000.0,600.0,1.0,3.0,2.0,High/ Medium,Normal,RCM,Permanent,171,62,620000.0
A. Oyono,21,Gabon,70,Frosinone,925000.0,550.0,1.0,3.0,2.0,Medium/ Medium,Normal,RB,Permanent,179,72,1600000.0
K. Grant,24,England,77,West Bromwich Albion,4400000.0,27000.0,1.0,3.0,3.0,Medium/ Medium,Normal,ST,Permanent,182,70,8700000.0
J. Amoroso,34,Argentina,68,Royal Pari,575000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Lean,RM,Permanent,183,73,1200000.0
22 Nathan,19,Brazil,81,Boavista FC,3300000.0,4000.0,1.0,3.0,2.0,High/ Medium,Normal,RWB,Permanent,183,75,7600000.0
C. Devlin,24,Australia,77,Heart of Midlothian,3200000.0,4000.0,1.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,176,78,6400000.0
R. Piscopo,24,Australia,72,Newcastle Jets,1400000.0,950.0,1.0,2.0,4.0,Medium/ Low,Normal,CAM,Permanent,170,69,2000000.0
21 Ângelo Taveira,20,Portugal,76,SC Farense,1600000.0,2000.0,1.0,4.0,4.0,Medium/ Medium,Lean,RES,Permanent,183,75,2100000.0
22 E. Özkayımoğlu,19,Turkey,72,Göztepe SK,600000.0,2000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,185,70,1300000.0
S. Lobotka,27,Slovakia,82,Napoli,29500000.0,64000.0,2.0,4.0,3.0,Medium/ High,Normal,SUB,Permanent,170,64,52400000.0
A. Lovatt,23,England,61,Sutton United,210000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,175,79,410000.0
20 I. Mzaouiyani,19,France,74,Al Ain FC,450000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,172,60,1200000.0
E. Tintiş,18,Turkey,76,Fatih Karagümrük S.K.,600000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,187,77,1600000.0
21 Cheon Ji Hyeon,20,Korea Republic,61,Busan IPark,170000.0,850.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,172,64,247000.0
22 J. Sánchez,20,Ecuador,76,Independiente del Valle,2600000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RM,Permanent,177,74,6300000.0
M. Ben Ouanes,27,Tunisia,68,Kasimpaşa SK,1300000.0,6000.0,1.0,3.0,2.0,Medium/ Medium,Normal,LM,Permanent,182,75,2600000.0
F. Da Silva,19,France,79,Olympique Lyonnais,1200000.0,6000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,178,67,3000000.0
D. Doekhi,24,Netherlands,80,1. FC Union Berlin,6000000.0,20000.0,1.0,3.0,2.0,Medium/ High,Normal,RES,Permanent,190,86,12000000.0
P. Treu,21,Germany,67,SC Freiburg II,525000.0,700.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,172,68,866000.0
21 G. Can,20,Turkey,73,Denizlispor,550000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,186,82,1400000.0
J. Pinola,39,Argentina,72,River Plate,425000.0,8000.0,2.0,3.0,2.0,High/ Low,Normal,SUB,Permanent,180,79,595000.0
F. Viviani,30,Italy,69,SPAL,1200000.0,2000.0,1.0,4.0,3.0,Medium/ High,Normal,RCM,Permanent,180,76,1900000.0
Bustinza,30,Spain,70,Málaga CF,1300000.0,6000.0,1.0,3.0,2.0,Low/ Medium,Normal,RCB,Permanent,175,73,2000000.0
J. Price,29,England,72,Colorado Rapids,2000000.0,6000.0,1.0,3.0,2.0,Medium/ High,Normal,RCM,Permanent,170,69,2900000.0
Gerard Yepes,19,Spain,75,U.C. Sampdoria,575000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,170,64,1400000.0
J. Njinmah,21,Germany,76,Borussia Dortmund II,1600000.0,5000.0,1.0,3.0,2.0,High/ Low,Lean,SUB,"<a href=""/team/38/sv-werder-bremen/"">SV Werder Bremen</a>",179,77,0.0
C. Pye,18,England,66,Morecambe,240000.0,500.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,170,70,468000.0
Gustavo Sá,17,Portugal,77,Futebol Clube de Famalicão,600000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,186,80,1600000.0
A. Thomasson,28,France,77,RC Strasbourg Alsace,10500000.0,28000.0,2.0,4.0,3.0,High/ High,Lean,RCM,Permanent,177,72,20000000.0
22 A. Doran,18,Republic of Ireland,62,Bohemian FC,110000.0,500.0,1.0,4.0,3.0,High/ Medium,Normal,RES,Permanent,178,76,239000.0
A. Al Shammari,20,Saudi Arabia,64,Al Tai,180000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,170,65,333000.0
22 A. Acosta,20,Uruguay,70,Club Atlético Rentistas,525000.0,500.0,1.0,2.0,2.0,High/ Medium,Lean,LB,Permanent,177,70,1200000.0
J. Bryan,28,England,73,Fulham,2800000.0,40000.0,1.0,4.0,3.0,High/ High,Normal,SUB,Permanent,173,75,5300000.0
J. Efford,25,United States,69,Motherwell,1000000.0,2000.0,1.0,4.0,3.0,High/ Medium,Lean,SUB,Permanent,176,72,1800000.0
J. Gutíerrez,25,Bolivia,65,Club The Strongest,525000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,177,72,1200000.0
22 L. Vielgut,20,Austria,68,RZ Pellets Wolfsberger AC,350000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,185,78,578000.0
20 F. Çetinkaya,18,Turkey,74,Kasimpaşa SK,300000.0,600.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,188,80,788000.0
G. Sloggett,25,Republic of Ireland,65,Dundalk FC,550000.0,800.0,1.0,3.0,2.0,Medium/ Medium,Normal,RDM,Permanent,188,75,894000.0
J. Najdovski,17,Australia,64,Western United FC,130000.0,500.0,1.0,2.0,2.0,High/ Low,Lean,RES,Permanent,170,70,244000.0
Víctor Gómez,22,Spain,80,SC Braga,3400000.0,8000.0,1.0,4.0,3.0,High/ Medium,Normal,RB,"<a href=""/team/452/rcd-espanyol-de-barcelona/"">RCD Espanyol de Barcelona</a>",169,68,0.0
M. Broschinski,21,Germany,68,Borussia Dortmund II,500000.0,750.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,190,77,825000.0
20 Y. Senesi,22,Italy,69,Venezia FC,425000.0,850.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,74,744000.0
Marcos Trabanco,21,Spain,73,Real Sporting de Gijón,900000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,177,66,1600000.0
Y. Voigt,19,Germany,74,FSV Zwickau,525000.0,500.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,176,70,1100000.0
Ó. Ómarsson,19,Iceland,72,IK Sirius,375000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,172,71,703000.0
M. Romeo,26,Antigua and Barbuda,70,Cardiff City,1400000.0,12000.0,1.0,3.0,2.0,High/ Medium,Normal,RB,Permanent,178,73,2700000.0
22 Y. Sahfi,22,Saudi Arabia,62,Al Faisaly,210000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,67,389000.0
A. Ndao,25,Senegal,75,Antalyaspor,3100000.0,18000.0,1.0,3.0,4.0,Medium/ High,Lean,SUB,Permanent,176,68,6400000.0
22 Kewin,26,Brazil,72,Moreirense FC,1300000.0,4000.0,1.0,3.0,1.0,Medium/ Medium,Lean,SUB,Permanent,189,84,2800000.0
21 M. Sarıkuş,19,Turkey,73,Denizlispor,475000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,76,1200000.0
22 Liang Kun,17,China PR,66,Shanghai Port FC,100000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,193,80,218000.0
B. Thomas-Asante,23,England,69,Salford City,875000.0,5000.0,1.0,4.0,3.0,High/ Low,Normal,RW,Permanent,175,74,1600000.0
Guilherme Ramos,24,Portugal,76,DSC Arminia Bielefeld,2600000.0,10000.0,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,Permanent,191,82,4400000.0
R. Gumny,24,Poland,76,FC Augsburg,2600000.0,13000.0,1.0,2.0,2.0,High/ High,Lean,SUB,Permanent,182,71,4900000.0
L. Delaurier-Chaubet,20,France,81,FC Girondins de Bordeaux,1500000.0,2000.0,1.0,4.0,3.0,Medium/ Medium,Lean,LW,Permanent,173,60,3600000.0
J. Giani,23,Argentina,70,Patronato,875000.0,3000.0,1.0,3.0,3.0,High/ Low,Lean,SUB,"<a href=""/team/110396/newells-old-boys/"">Newell's Old Boys</a>",180,69,0.0
S. Al Dawsari,30,Saudi Arabia,77,Al Hilal,10000000.0,42000.0,1.0,5.0,4.0,High/ High,Stocky,LW,Permanent,173,71,17000000.0
18 R. Weidenfeller,36,Germany,75,Borussia Dortmund,900000.0,20000.0,2.0,1.0,1.0,Medium/ Medium,Normal,SUB,Permanent,190,90,1500000.0
Gudiño,22,Spain,68,CD Mirandés,625000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,178,70,1100000.0
21 J. Uscamayta,18,Peru,70,Cusco Fútbol Club,300000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,LM,Permanent,169,63,833000.0
21 R. Ortiz,23,Mexico,64,FC Cincinnati,325000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,165,61,289000.0
M. Braunöder,20,Austria,80,FK Austria Wien,2100000.0,5000.0,1.0,3.0,2.0,High/ High,Lean,RDM,Permanent,174,67,4400000.0
22 M. Parrales,25,Ecuador,71,Guayaquil City FC,1600000.0,500.0,1.0,3.0,2.0,High/ Low,Normal,LS,Permanent,182,81,3600000.0
22 B. Ruiz,18,Venezuela,77,Aragua Fútbol Club,500000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,170,64,1400000.0
K. Navas,35,Costa Rica,88,Paris Saint-Germain,10000000.0,85000.0,3.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,185,80,18500000.0
J. Nilsson,28,Sweden,74,Unknown,0.0,0.0,1.0,2.0,2.0,Medium/ Medium,Normal,LCB,Permanent,185,78,0.0
21 O. Dillon,21,Australia,62,Western United FC,240000.0,500.0,1.0,1.0,2.0,Medium/ High,Normal,SUB,Permanent,191,81,145000.0
M. Tollefsen,22,Norway,63,Tromsø IL,250000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,190,82,363000.0
22 G. Machado,20,Argentina,72,Cerro Largo Fútbol Club,825000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,175,72,1900000.0
L. Correa,26,Uruguay,67,Cerro Largo Fútbol Club,775000.0,500.0,1.0,3.0,2.0,Medium/ High,Normal,RB,Permanent,180,73,1700000.0
22 A. Barco,19,Peru,72,Club Universitario de Deportes,1200000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,188,83,2800000.0
S. McLoughlin,25,Republic of Ireland,70,Hull City,1100000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,191,74,2200000.0
Diego González,27,Spain,74,Elche CF,2100000.0,12000.0,1.0,3.0,2.0,Low/ Medium,Normal,SUB,Permanent,185,83,4600000.0
J. Casas Jr.,19,United States,70,Chicago Fire Football Club,130000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,173,64,319000.0
21 G. Milanov,28,Bulgaria,67,Unknown,0.0,0.0,1.0,4.0,3.0,Medium/ Low,Lean,SUB,Permanent,185,75,0.0
M. Andersen,24,Denmark,72,Barnsley,1700000.0,6000.0,1.0,4.0,2.0,Medium/ Medium,Lean,CB,Permanent,194,82,3100000.0
R. Oratmangoen,24,Netherlands,73,FC Groningen,2000000.0,4000.0,1.0,3.0,3.0,High/ High,Normal,SUB,Permanent,180,70,3100000.0
21 B. Hein,18,Germany,75,Hamburger SV,550000.0,600.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,182,78,1200000.0
S. Beltrame,29,Italy,69,Clube Sport Marítimo,1400000.0,6000.0,1.0,4.0,3.0,High/ Low,Lean,RDM,Permanent,183,70,2900000.0
22 N. Folleco,27,Ecuador,65,Independiente Petrolero,700000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RM,Permanent,176,75,1500000.0
L. Noubi,17,Belgium,76,Standard de Liège,375000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,81,797000.0
F. Bernardeschi,28,Italy,79,Toronto FC,17500000.0,12000.0,2.0,3.0,4.0,Medium/ Medium,Normal,SUB,Permanent,185,77,26300000.0
20 F. Neira,18,Chile,60,CD Universidad de Concepción,70000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,167,58,109000.0
22 D. Mukuna-Trouet,19,Belgium,70,K Beerschot VA,500000.0,1000.0,1.0,2.0,2.0,Medium/ Low,Normal,RES,Permanent,192,81,825000.0
O. Malik,31,Australia,59,Odisha FC,160000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,185,75,216000.0
T. Russell,22,Australia,66,Western Sydney Wanderers,625000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RB,Permanent,178,75,828000.0
C. Evans,31,Northern Ireland,65,Sunderland,500000.0,5000.0,1.0,3.0,2.0,Low/ High,Lean,LCM,Permanent,180,69,925000.0
E. Munjoma,23,United States,65,FC Dallas,400000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,178,73,680000.0
J. Kesting,21,Netherlands,69,RKC Waalwijk,450000.0,700.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,190,88,743000.0
J. Cisternas,19,Chile,67,CD Antofagasta,220000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,185,82,435000.0
22 Show,21,Angola,76,LOSC Lille,2200000.0,7000.0,1.0,3.0,3.0,Medium/ Medium,Normal,RES,Permanent,180,75,4600000.0
D. Barkers,22,Netherlands,64,Cheltenham Town,300000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,193,86,585000.0
L. Díaz,24,Argentina,71,Independiente del Valle,1500000.0,500.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,181,73,3400000.0
A. Rodríguez,21,Paraguay,77,Club Cerro Porteño,1900000.0,500.0,1.0,2.0,2.0,High/ High,Lean,LB,Permanent,174,70,4600000.0
22 R. Flores,23,Venezuela,70,Metropolitanos de Caracas FC,950000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Lean,LW,Permanent,179,67,2200000.0
22 C. Barbu,21,Romania,66,Campionii FC Arges,325000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,183,71,504000.0
22 V. Karpov,18,Russia,79,PFC CSKA Moscow,1300000.0,2000.0,1.0,3.0,2.0,Low/ High,Lean,RES,Permanent,190,73,2900000.0
C. Odenthal,21,Netherlands,76,Como,2100000.0,950.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,190,79,3700000.0
A. Librici,17,Belgium,71,Sint-Truidense VV,160000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,70,392000.0
J. Naschberger,22,Austria,72,WSG Tirol,1100000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,173,70,1800000.0
22 J. Mensah,20,England,64,Morecambe,300000.0,1000.0,1.0,2.0,2.0,Low/ Medium,Normal,SUB,Permanent,183,85,548000.0
P. Zubczuk,27,Peru,66,Cienciano,475000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,SUB,Permanent,183,77,1100000.0
S. El Khiar,21,France,65,US Quevilly Rouen Métropole,240000.0,750.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,175,64,468000.0
T. Akinola,21,England,75,Arsenal,925000.0,8000.0,1.0,3.0,3.0,High/ High,Normal,RES,Permanent,177,73,2300000.0
L. Bodnar,22,Australia,67,Perth Glory,475000.0,850.0,1.0,3.0,2.0,Low/ High,Normal,RES,Permanent,183,81,689000.0
09 P. Gabriel,35,Czech Republic,76,Viktoria Žižkov,0.0,0.0,2.0,3.0,1.0,N/A/ N/A,Normal,RCB,Permanent,191,88,0.0
A. Salama,21,France,70,Angers SCO,750000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,192,78,1700000.0
Anderson Oliveira,23,Brazil,74,Portimonense SC,1900000.0,4000.0,1.0,4.0,3.0,Medium/ Medium,Normal,RW,Permanent,171,64,4400000.0
A. Opoku,23,Germany,75,Hamburger SV,2300000.0,5000.0,1.0,4.0,4.0,High/ Medium,Lean,SUB,Permanent,185,71,4099999.9999999995
22 R. van Mameren,20,Netherlands,66,SC Cambuur,275000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,73,454000.0
